sequence_name,precision,weight_rcp,step,input,float_avg,fixed_avg,abs_error
step0to100,10,16,60,100,50.831830464,50.834960938,0.003130473
step0to100,10,16,61,100,53.904841060,53.908203125,0.003362065
step0to100,10,16,62,100,56.785788494,56.789062500,0.003274006
step0to100,10,16,63,100,59.486676713,59.490234375,0.003557662
step0to100,10,16,64,100,62.018759418,62.022460938,0.003701519
step0to100,10,16,65,100,64.392586955,64.396484375,0.003897420
step0to100,10,16,66,100,66.618050270,66.622070312,0.004020042
step0to100,10,16,67,100,68.704422128,68.708984375,0.004562247
step0to100,10,16,68,100,70.660395745,70.665039062,0.004643317
step0to100,10,16,69,100,72.494121011,72.499023438,0.004902426
step0to100,10,16,70,100,74.213238448,74.218750000,0.005511552
step0to100,10,16,71,100,75.824911045,75.830078125,0.005167080
step0to100,10,16,72,100,77.335854105,77.340820312,0.004966208
step0to100,10,16,73,100,78.752363223,78.757812500,0.005449277
step0to100,10,16,74,100,80.080340522,80.085937500,0.005596978
step0to100,10,16,75,100,81.325319239,81.331054688,0.005735448
step0to100,10,16,76,100,82.492486787,82.498046875,0.005560088
step0to100,10,16,77,100,83.586706362,83.592773438,0.006067075
step0to100,10,16,78,100,84.612537215,84.619140625,0.006603410
step0to100,10,16,79,100,85.574253639,85.581054688,0.006801049
step0to100,10,16,80,100,86.475862786,86.482421875,0.006559089
step0to100,10,16,81,100,87.321121362,87.328125000,0.007003638
step0to100,10,16,82,100,88.113551277,88.120117188,0.006565910
step0to100,10,16,83,100,88.856454322,88.863281250,0.006826928
step0to100,10,16,84,100,89.552925927,89.559570312,0.006644385
step0to100,10,16,85,100,90.205868057,90.212890625,0.007022568
step0to100,10,16,86,100,90.818001303,90.825195312,0.007194009
step0to100,10,16,87,100,91.391876222,91.399414062,0.007537841
step0to100,10,16,88,100,91.929883958,91.937500000,0.007616042
step0to100,10,16,89,100,92.434266211,92.441406250,0.007140039
step0to100,10,16,90,100,92.907124572,92.914062500,0.006937928
step0to100,10,16,91,100,93.350429287,93.357421875,0.006992588
step0to100,10,16,92,100,93.766027456,93.773437500,0.007410044
step0to100,10,16,93,100,94.155650740,94.163085938,0.007435197
step0to100,10,16,94,100,94.520922569,94.528320312,0.007397744
step0to100,10,16,95,100,94.863364908,94.871093750,0.007728842
step0to100,10,16,96,100,95.184404602,95.192382812,0.007978211
step0to100,10,16,97,100,95.485379314,95.493164062,0.007784749
step0to100,10,16,98,100,95.767543107,95.775390625,0.007847518
step0to100,10,16,99,100,96.032071663,96.040039062,0.007967400
small1,0,8,0,1,0.125000000,0.000000000,0.125000000
small1,0,8,1,1,0.234375000,0.000000000,0.234375000
small1,0,8,2,1,0.330078125,0.000000000,0.330078125
small1,0,8,3,1,0.413818359,0.000000000,0.413818359
small1,0,8,4,1,0.487091064,0.000000000,0.487091064
small1,0,8,5,1,0.551204681,0.000000000,0.551204681
small1,0,8,6,1,0.607304096,0.000000000,0.607304096
small1,0,8,7,1,0.656391084,0.000000000,0.656391084
small1,0,8,8,1,0.699342199,0.000000000,0.699342199
small1,0,8,9,1,0.736924424,0.000000000,0.736924424
small1,0,8,10,1,0.769808871,0.000000000,0.769808871
small1,0,8,11,1,0.798582762,0.000000000,0.798582762
small1,0,8,12,1,0.823759917,0.000000000,0.823759917
small1,0,8,13,1,0.845789927,0.000000000,0.845789927
small1,0,8,14,1,0.865066186,0.000000000,0.865066186
small1,0,8,15,1,0.881932913,0.000000000,0.881932913
small1,0,8,16,1,0.896691299,0.000000000,0.896691299
small1,0,8,17,1,0.909604886,0.000000000,0.909604886
small1,0,8,18,1,0.920904276,0.000000000,0.920904276
small1,0,8,19,1,0.930791241,0.000000000,0.930791241
small1,0,8,20,1,0.939442336,0.000000000,0.939442336
small1,0,8,21,1,0.947012044,0.000000000,0.947012044
small1,0,8,22,1,0.953635539,0.000000000,0.953635539
small1,0,8,23,1,0.959431096,0.000000000,0.959431096
small1,0,8,24,1,0.964502209,0.000000000,0.964502209
small1,0,8,25,1,0.968939433,0.000000000,0.968939433
small1,0,8,26,1,0.972822004,0.000000000,0.972822004
small1,0,8,27,1,0.976219253,0.000000000,0.976219253
small1,0,8,28,1,0.979191847,0.000000000,0.979191847
small1,0,8,29,1,0.981792866,0.000000000,0.981792866
small1,0,8,30,1,0.984068758,0.000000000,0.984068758
small1,0,8,31,1,0.986060163,0.000000000,0.986060163
small1,0,8,32,1,0.987802643,0.000000000,0.987802643
small1,0,8,33,1,0.989327312,0.000000000,0.989327312
small1,0,8,34,1,0.990661398,0.000000000,0.990661398
small1,0,8,35,1,0.991828723,0.000000000,0.991828723
small1,0,8,36,1,0.992850133,0.000000000,0.992850133
small1,0,8,37,1,0.993743866,0.000000000,0.993743866
small1,0,8,38,1,0.994525883,0.000000000,0.994525883
small1,0,8,39,1,0.995210148,0.000000000,0.995210148
small1,0,8,40,1,0.995808879,0.000000000,0.995808879
small1,0,8,41,1,0.996332769,0.000000000,0.996332769
small1,0,8,42,1,0.996791173,0.000000000,0.996791173
small1,0,8,43,1,0.997192277,0.000000000,0.997192277
small1,0,8,44,1,0.997543242,0.000000000,0.997543242
small1,0,8,45,1,0.997850337,0.000000000,0.997850337
small1,0,8,46,1,0.998119045,0.000000000,0.998119045
small1,0,8,47,1,0.998354164,0.000000000,0.998354164
small1,0,8,48,1,0.998559894,0.000000000,0.998559894
small1,0,8,49,1,0.998739907,0.000000000,0.998739907
small1,0,8,50,1,0.998897418,0.000000000,0.998897418
small1,0,8,51,1,0.999035241,0.000000000,0.999035241
small1,0,8,52,1,0.999155836,0.000000000,0.999155836
small1,0,8,53,1,0.999261357,0.000000000,0.999261357
small1,0,8,54,1,0.999353687,0.000000000,0.999353687
small1,0,8,55,1,0.999434476,0.000000000,0.999434476
small1,0,8,56,1,0.999505167,0.000000000,0.999505167
small1,0,8,57,1,0.999567021,0.000000000,0.999567021
small1,0,8,58,1,0.999621143,0.000000000,0.999621143
small1,0,8,59,1,0.999668500,0.000000000,0.999668500
small1,0,8,60,1,0.999709938,0.000000000,0.999709938
small1,0,8,61,1,0.999746196,0.000000000,0.999746196
small1,0,8,62,1,0.999777921,0.000000000,0.999777921
small1,0,8,63,1,0.999805681,0.000000000,0.999805681
small1,0,8,64,1,0.999829971,0.000000000,0.999829971
small1,0,8,65,1,0.999851224,0.000000000,0.999851224
small1,0,8,66,1,0.999869821,0.000000000,0.999869821
small1,0,8,67,1,0.999886094,0.000000000,0.999886094
small1,0,8,68,1,0.999900332,0.000000000,0.999900332
small1,0,8,69,1,0.999912791,0.000000000,0.999912791
small1,0,8,70,1,0.999923692,0.000000000,0.999923692
small1,0,8,71,1,0.999933230,0.000000000,0.999933230
small1,0,8,72,1,0.999941576,0.000000000,0.999941576
small1,0,8,73,1,0.999948879,0.000000000,0.999948879
small1,0,8,74,1,0.999955269,0.000000000,0.999955269
small1,0,8,75,1,0.999960861,0.000000000,0.999960861
small1,0,8,76,1,0.999965753,0.000000000,0.999965753
small1,0,8,77,1,0.999970034,0.000000000,0.999970034
small1,0,8,78,1,0.999973780,0.000000000,0.999973780
small1,0,8,79,1,0.999977057,0.000000000,0.999977057
small1,0,8,80,1,0.999979925,0.000000000,0.999979925
small1,0,8,81,1,0.999982435,0.000000000,0.999982435
small1,0,8,82,1,0.999984630,0.000000000,0.999984630
small1,0,8,83,1,0.999986551,0.000000000,0.999986551
small1,0,8,84,1,0.999988232,0.000000000,0.999988232
small1,0,8,85,1,0.999989703,0.000000000,0.999989703
small1,0,8,86,1,0.999990991,0.000000000,0.999990991
small1,0,8,87,1,0.999992117,0.000000000,0.999992117
small1,0,8,88,1,0.999993102,0.000000000,0.999993102
small1,0,8,89,1,0.999993964,0.000000000,0.999993964
small1,0,8,90,1,0.999994719,0.000000000,0.999994719
small1,0,8,91,1,0.999995379,0.000000000,0.999995379
small1,0,8,92,1,0.999995957,0.000000000,0.999995957
small1,0,8,93,1,0.999996462,0.000000000,0.999996462
small1,0,8,94,1,0.999996904,0.000000000,0.999996904
small1,0,8,95,1,0.999997291,0.000000000,0.999997291
small1,0,8,96,1,0.999997630,0.000000000,0.999997630
small1,0,8,97,1,0.999997926,0.000000000,0.999997926
small1,0,8,98,1,0.999998185,0.000000000,0.999998185
small1,0,8,99,1,0.999998412,0.000000000,0.999998412
small1,0,16,0,1,0.062500000,0.000000000,0.062500000
small1,0,16,1,1,0.121093750,0.000000000,0.121093750
small1,0,16,2,1,0.176025391,0.000000000,0.176025391
small1,0,16,3,1,0.227523804,0.000000000,0.227523804
small1,0,16,4,1,0.275803566,0.000000000,0.275803566
small1,0,16,5,1,0.321065843,0.000000000,0.321065843
small1,0,16,6,1,0.363499228,0.000000000,0.363499228
small1,0,16,7,1,0.403280526,0.000000000,0.403280526
small1,0,16,8,1,0.440575493,0.000000000,0.440575493
small1,0,16,9,1,0.475539525,0.000000000,0.475539525
small1,0,16,10,1,0.508318305,0.000000000,0.508318305
small1,0,16,11,1,0.539048411,0.000000000,0.539048411
small1,0,16,12,1,0.567857885,0.000000000,0.567857885
small1,0,16,13,1,0.594866767,0.000000000,0.594866767
small1,0,16,14,1,0.620187594,0.000000000,0.620187594
small1,0,16,15,1,0.643925870,0.000000000,0.643925870
small1,0,16,16,1,0.666180503,0.000000000,0.666180503
small1,0,16,17,1,0.687044221,0.000000000,0.687044221
small1,0,16,18,1,0.706603957,0.000000000,0.706603957
small1,0,16,19,1,0.724941210,0.000000000,0.724941210
small1,0,16,20,1,0.742132384,0.000000000,0.742132384
small1,0,16,21,1,0.758249110,0.000000000,0.758249110
small1,0,16,22,1,0.773358541,0.000000000,0.773358541
small1,0,16,23,1,0.787523632,0.000000000,0.787523632
small1,0,16,24,1,0.800803405,0.000000000,0.800803405
small1,0,16,25,1,0.813253192,0.000000000,0.813253192
small1,0,16,26,1,0.824924868,0.000000000,0.824924868
small1,0,16,27,1,0.835867064,0.000000000,0.835867064
small1,0,16,28,1,0.846125372,0.000000000,0.846125372
small1,0,16,29,1,0.855742536,0.000000000,0.855742536
small1,0,16,30,1,0.864758628,0.000000000,0.864758628
small1,0,16,31,1,0.873211214,0.000000000,0.873211214
small1,0,16,32,1,0.881135513,0.000000000,0.881135513
small1,0,16,33,1,0.888564543,0.000000000,0.888564543
small1,0,16,34,1,0.895529259,0.000000000,0.895529259
small1,0,16,35,1,0.902058681,0.000000000,0.902058681
small1,0,16,36,1,0.908180013,0.000000000,0.908180013
small1,0,16,37,1,0.913918762,0.000000000,0.913918762
small1,0,16,38,1,0.919298840,0.000000000,0.919298840
small1,0,16,39,1,0.924342662,0.000000000,0.924342662
small1,0,16,40,1,0.929071246,0.000000000,0.929071246
small1,0,16,41,1,0.933504293,0.000000000,0.933504293
small1,0,16,42,1,0.937660275,0.000000000,0.937660275
small1,0,16,43,1,0.941556507,0.000000000,0.941556507
small1,0,16,44,1,0.945209226,0.000000000,0.945209226
small1,0,16,45,1,0.948633649,0.000000000,0.948633649
small1,0,16,46,1,0.951844046,0.000000000,0.951844046
small1,0,16,47,1,0.954853793,0.000000000,0.954853793
small1,0,16,48,1,0.957675431,0.000000000,0.957675431
small1,0,16,49,1,0.960320717,0.000000000,0.960320717
small1,0,16,50,1,0.962800672,0.000000000,0.962800672
small1,0,16,51,1,0.965125630,0.000000000,0.965125630
small1,0,16,52,1,0.967305278,0.000000000,0.967305278
small1,0,16,53,1,0.969348698,0.000000000,0.969348698
small1,0,16,54,1,0.971264404,0.000000000,0.971264404
small1,0,16,55,1,0.973060379,0.000000000,0.973060379
small1,0,16,56,1,0.974744105,0.000000000,0.974744105
small1,0,16,57,1,0.976322599,0.000000000,0.976322599
small1,0,16,58,1,0.977802436,0.000000000,0.977802436
small1,0,16,59,1,0.979189784,0.000000000,0.979189784
small1,0,16,60,1,0.980490423,0.000000000,0.980490423
small1,0,16,61,1,0.981709771,0.000000000,0.981709771
small1,0,16,62,1,0.982852911,0.000000000,0.982852911
small1,0,16,63,1,0.983924604,0.000000000,0.983924604
small1,0,16,64,1,0.984929316,0.000000000,0.984929316
small1,0,16,65,1,0.985871234,0.000000000,0.985871234
small1,0,16,66,1,0.986754282,0.000000000,0.986754282
small1,0,16,67,1,0.987582139,0.000000000,0.987582139
small1,0,16,68,1,0.988358255,0.000000000,0.988358255
small1,0,16,69,1,0.989085864,0.000000000,0.989085864
small1,0,16,70,1,0.989767998,0.000000000,0.989767998
small1,0,16,71,1,0.990407498,0.000000000,0.990407498
small1,0,16,72,1,0.991007029,0.000000000,0.991007029
small1,0,16,73,1,0.991569090,0.000000000,0.991569090
small1,0,16,74,1,0.992096022,0.000000000,0.992096022
small1,0,16,75,1,0.992590021,0.000000000,0.992590021
small1,0,16,76,1,0.993053144,0.000000000,0.993053144
small1,0,16,77,1,0.993487323,0.000000000,0.993487323
small1,0,16,78,1,0.993894365,0.000000000,0.993894365
small1,0,16,79,1,0.994275967,0.000000000,0.994275967
small1,0,16,80,1,0.994633719,0.000000000,0.994633719
small1,0,16,81,1,0.994969112,0.000000000,0.994969112
small1,0,16,82,1,0.995283542,0.000000000,0.995283542
small1,0,16,83,1,0.995578321,0.000000000,0.995578321
small1,0,16,84,1,0.995854676,0.000000000,0.995854676
small1,0,16,85,1,0.996113759,0.000000000,0.996113759
small1,0,16,86,1,0.996356649,0.000000000,0.996356649
small1,0,16,87,1,0.996584358,0.000000000,0.996584358
small1,0,16,88,1,0.996797836,0.000000000,0.996797836
small1,0,16,89,1,0.996997971,0.000000000,0.996997971
small1,0,16,90,1,0.997185598,0.000000000,0.997185598
small1,0,16,91,1,0.997361498,0.000000000,0.997361498
small1,0,16,92,1,0.997526404,0.000000000,0.997526404
small1,0,16,93,1,0.997681004,0.000000000,0.997681004
small1,0,16,94,1,0.997825941,0.000000000,0.997825941
small1,0,16,95,1,0.997961820,0.000000000,0.997961820
small1,0,16,96,1,0.998089206,0.000000000,0.998089206
small1,0,16,97,1,0.998208631,0.000000000,0.998208631
small1,0,16,98,1,0.998320591,0.000000000,0.998320591
small1,0,16,99,1,0.998425554,0.000000000,0.998425554
small1,3,8,0,1,0.125000000,0.125000000,0.000000000
small1,3,8,1,1,0.234375000,0.250000000,0.015625000
small1,3,8,2,1,0.330078125,0.375000000,0.044921875
small1,3,8,3,1,0.413818359,0.500000000,0.086181641
small1,3,8,4,1,0.487091064,0.625000000,0.137908936
small1,3,8,5,1,0.551204681,0.750000000,0.198795319
small1,3,8,6,1,0.607304096,0.875000000,0.267695904
small1,3,8,7,1,0.656391084,1.000000000,0.343608916
small1,3,8,8,1,0.699342199,1.000000000,0.300657801
small1,3,8,9,1,0.736924424,1.000000000,0.263075576
small1,3,8,10,1,0.769808871,1.000000000,0.230191129
small1,3,8,11,1,0.798582762,1.000000000,0.201417238
small1,3,8,12,1,0.823759917,1.000000000,0.176240083
small1,3,8,13,1,0.845789927,1.000000000,0.154210073
small1,3,8,14,1,0.865066186,1.000000000,0.134933814
small1,3,8,15,1,0.881932913,1.000000000,0.118067087
small1,3,8,16,1,0.896691299,1.000000000,0.103308701
small1,3,8,17,1,0.909604886,1.000000000,0.090395114
small1,3,8,18,1,0.920904276,1.000000000,0.079095724
small1,3,8,19,1,0.930791241,1.000000000,0.069208759
small1,3,8,20,1,0.939442336,1.000000000,0.060557664
small1,3,8,21,1,0.947012044,1.000000000,0.052987956
small1,3,8,22,1,0.953635539,1.000000000,0.046364461
small1,3,8,23,1,0.959431096,1.000000000,0.040568904
small1,3,8,24,1,0.964502209,1.000000000,0.035497791
small1,3,8,25,1,0.968939433,1.000000000,0.031060567
small1,3,8,26,1,0.972822004,1.000000000,0.027177996
small1,3,8,27,1,0.976219253,1.000000000,0.023780747
small1,3,8,28,1,0.979191847,1.000000000,0.020808153
small1,3,8,29,1,0.981792866,1.000000000,0.018207134
small1,3,8,30,1,0.984068758,1.000000000,0.015931242
small1,3,8,31,1,0.986060163,1.000000000,0.013939837
small1,3,8,32,1,0.987802643,1.000000000,0.012197357
small1,3,8,33,1,0.989327312,1.000000000,0.010672688
small1,3,8,34,1,0.990661398,1.000000000,0.009338602
small1,3,8,35,1,0.991828723,1.000000000,0.008171277
small1,3,8,36,1,0.992850133,1.000000000,0.007149867
small1,3,8,37,1,0.993743866,1.000000000,0.006256134
small1,3,8,38,1,0.994525883,1.000000000,0.005474117
small1,3,8,39,1,0.995210148,1.000000000,0.004789852
small1,3,8,40,1,0.995808879,1.000000000,0.004191121
small1,3,8,41,1,0.996332769,1.000000000,0.003667231
small1,3,8,42,1,0.996791173,1.000000000,0.003208827
small1,3,8,43,1,0.997192277,1.000000000,0.002807723
small1,3,8,44,1,0.997543242,1.000000000,0.002456758
small1,3,8,45,1,0.997850337,1.000000000,0.002149663
small1,3,8,46,1,0.998119045,1.000000000,0.001880955
small1,3,8,47,1,0.998354164,1.000000000,0.001645836
small1,3,8,48,1,0.998559894,1.000000000,0.001440106
small1,3,8,49,1,0.998739907,1.000000000,0.001260093
small1,3,8,50,1,0.998897418,1.000000000,0.001102582
small1,3,8,51,1,0.999035241,1.000000000,0.000964759
small1,3,8,52,1,0.999155836,1.000000000,0.000844164
small1,3,8,53,1,0.999261357,1.000000000,0.000738643
small1,3,8,54,1,0.999353687,1.000000000,0.000646313
small1,3,8,55,1,0.999434476,1.000000000,0.000565524
small1,3,8,56,1,0.999505167,1.000000000,0.000494833
small1,3,8,57,1,0.999567021,1.000000000,0.000432979
small1,3,8,58,1,0.999621143,1.000000000,0.000378857
small1,3,8,59,1,0.999668500,1.000000000,0.000331500
small1,3,8,60,1,0.999709938,1.000000000,0.000290062
small1,3,8,61,1,0.999746196,1.000000000,0.000253804
small1,3,8,62,1,0.999777921,1.000000000,0.000222079
small1,3,8,63,1,0.999805681,1.000000000,0.000194319
small1,3,8,64,1,0.999829971,1.000000000,0.000170029
small1,3,8,65,1,0.999851224,1.000000000,0.000148776
small1,3,8,66,1,0.999869821,1.000000000,0.000130179
small1,3,8,67,1,0.999886094,1.000000000,0.000113906
small1,3,8,68,1,0.999900332,1.000000000,0.000099668
small1,3,8,69,1,0.999912791,1.000000000,0.000087209
small1,3,8,70,1,0.999923692,1.000000000,0.000076308
small1,3,8,71,1,0.999933230,1.000000000,0.000066770
small1,3,8,72,1,0.999941576,1.000000000,0.000058424
small1,3,8,73,1,0.999948879,1.000000000,0.000051121
small1,3,8,74,1,0.999955269,1.000000000,0.000044731
small1,3,8,75,1,0.999960861,1.000000000,0.000039139
small1,3,8,76,1,0.999965753,1.000000000,0.000034247
small1,3,8,77,1,0.999970034,1.000000000,0.000029966
small1,3,8,78,1,0.999973780,1.000000000,0.000026220
small1,3,8,79,1,0.999977057,1.000000000,0.000022943
small1,3,8,80,1,0.999979925,1.000000000,0.000020075
small1,3,8,81,1,0.999982435,1.000000000,0.000017565
small1,3,8,82,1,0.999984630,1.000000000,0.000015370
small1,3,8,83,1,0.999986551,1.000000000,0.000013449
small1,3,8,84,1,0.999988232,1.000000000,0.000011768
small1,3,8,85,1,0.999989703,1.000000000,0.000010297
small1,3,8,86,1,0.999990991,1.000000000,0.000009009
small1,3,8,87,1,0.999992117,1.000000000,0.000007883
small1,3,8,88,1,0.999993102,1.000000000,0.000006898
small1,3,8,89,1,0.999993964,1.000000000,0.000006036
small1,3,8,90,1,0.999994719,1.000000000,0.000005281
small1,3,8,91,1,0.999995379,1.000000000,0.000004621
small1,3,8,92,1,0.999995957,1.000000000,0.000004043
small1,3,8,93,1,0.999996462,1.000000000,0.000003538
small1,3,8,94,1,0.999996904,1.000000000,0.000003096
small1,3,8,95,1,0.999997291,1.000000000,0.000002709
small1,3,8,96,1,0.999997630,1.000000000,0.000002370
small1,3,8,97,1,0.999997926,1.000000000,0.000002074
small1,3,8,98,1,0.999998185,1.000000000,0.000001815
small1,3,8,99,1,0.999998412,1.000000000,0.000001588
small1,3,16,0,1,0.062500000,0.000000000,0.062500000
small1,3,16,1,1,0.121093750,0.000000000,0.121093750
small1,3,16,2,1,0.176025391,0.000000000,0.176025391
small1,3,16,3,1,0.227523804,0.000000000,0.227523804
small1,3,16,4,1,0.275803566,0.000000000,0.275803566
small1,3,16,5,1,0.321065843,0.000000000,0.321065843
small1,3,16,6,1,0.363499228,0.000000000,0.363499228
small1,3,16,7,1,0.403280526,0.000000000,0.403280526
small1,3,16,8,1,0.440575493,0.000000000,0.440575493
small1,3,16,9,1,0.475539525,0.000000000,0.475539525
small1,3,16,10,1,0.508318305,0.000000000,0.508318305
small1,3,16,11,1,0.539048411,0.000000000,0.539048411
small1,3,16,12,1,0.567857885,0.000000000,0.567857885
small1,3,16,13,1,0.594866767,0.000000000,0.594866767
small1,3,16,14,1,0.620187594,0.000000000,0.620187594
small1,3,16,15,1,0.643925870,0.000000000,0.643925870
small1,3,16,16,1,0.666180503,0.000000000,0.666180503
small1,3,16,17,1,0.687044221,0.000000000,0.687044221
small1,3,16,18,1,0.706603957,0.000000000,0.706603957
small1,3,16,19,1,0.724941210,0.000000000,0.724941210
small1,3,16,20,1,0.742132384,0.000000000,0.742132384
small1,3,16,21,1,0.758249110,0.000000000,0.758249110
small1,3,16,22,1,0.773358541,0.000000000,0.773358541
small1,3,16,23,1,0.787523632,0.000000000,0.787523632
small1,3,16,24,1,0.800803405,0.000000000,0.800803405
small1,3,16,25,1,0.813253192,0.000000000,0.813253192
small1,3,16,26,1,0.824924868,0.000000000,0.824924868
small1,3,16,27,1,0.835867064,0.000000000,0.835867064
small1,3,16,28,1,0.846125372,0.000000000,0.846125372
small1,3,16,29,1,0.855742536,0.000000000,0.855742536
small1,3,16,30,1,0.864758628,0.000000000,0.864758628
small1,3,16,31,1,0.873211214,0.000000000,0.873211214
small1,3,16,32,1,0.881135513,0.000000000,0.881135513
small1,3,16,33,1,0.888564543,0.000000000,0.888564543
small1,3,16,34,1,0.895529259,0.000000000,0.895529259
small1,3,16,35,1,0.902058681,0.000000000,0.902058681
small1,3,16,36,1,0.908180013,0.000000000,0.908180013
small1,3,16,37,1,0.913918762,0.000000000,0.913918762
small1,3,16,38,1,0.919298840,0.000000000,0.919298840
small1,3,16,39,1,0.924342662,0.000000000,0.924342662
small1,3,16,40,1,0.929071246,0.000000000,0.929071246
small1,3,16,41,1,0.933504293,0.000000000,0.933504293
small1,3,16,42,1,0.937660275,0.000000000,0.937660275
small1,3,16,43,1,0.941556507,0.000000000,0.941556507
small1,3,16,44,1,0.945209226,0.000000000,0.945209226
small1,3,16,45,1,0.948633649,0.000000000,0.948633649
small1,3,16,46,1,0.951844046,0.000000000,0.951844046
small1,3,16,47,1,0.954853793,0.000000000,0.954853793
small1,3,16,48,1,0.957675431,0.000000000,0.957675431
small1,3,16,49,1,0.960320717,0.000000000,0.960320717
small1,3,16,50,1,0.962800672,0.000000000,0.962800672
small1,3,16,51,1,0.965125630,0.000000000,0.965125630
small1,3,16,52,1,0.967305278,0.000000000,0.967305278
small1,3,16,53,1,0.969348698,0.000000000,0.969348698
small1,3,16,54,1,0.971264404,0.000000000,0.971264404
small1,3,16,55,1,0.973060379,0.000000000,0.973060379
small1,3,16,56,1,0.974744105,0.000000000,0.974744105
small1,3,16,57,1,0.976322599,0.000000000,0.976322599
small1,3,16,58,1,0.977802436,0.000000000,0.977802436
small1,3,16,59,1,0.979189784,0.000000000,0.979189784
small1,3,16,60,1,0.980490423,0.000000000,0.980490423
small1,3,16,61,1,0.981709771,0.000000000,0.981709771
small1,3,16,62,1,0.982852911,0.000000000,0.982852911
small1,3,16,63,1,0.983924604,0.000000000,0.983924604
small1,3,16,64,1,0.984929316,0.000000000,0.984929316
small1,3,16,65,1,0.985871234,0.000000000,0.985871234
small1,3,16,66,1,0.986754282,0.000000000,0.986754282
small1,3,16,67,1,0.987582139,0.000000000,0.987582139
small1,3,16,68,1,0.988358255,0.000000000,0.988358255
small1,3,16,69,1,0.989085864,0.000000000,0.989085864
small1,3,16,70,1,0.989767998,0.000000000,0.989767998
small1,3,16,71,1,0.990407498,0.000000000,0.990407498
small1,3,16,72,1,0.991007029,0.000000000,0.991007029
small1,3,16,73,1,0.991569090,0.000000000,0.991569090
small1,3,16,74,1,0.992096022,0.000000000,0.992096022
small1,3,16,75,1,0.992590021,0.000000000,0.992590021
small1,3,16,76,1,0.993053144,0.000000000,0.993053144
small1,3,16,77,1,0.993487323,0.000000000,0.993487323
small1,3,16,78,1,0.993894365,0.000000000,0.993894365
small1,3,16,79,1,0.994275967,0.000000000,0.994275967
small1,3,16,80,1,0.994633719,0.000000000,0.994633719
small1,3,16,81,1,0.994969112,0.000000000,0.994969112
small1,3,16,82,1,0.995283542,0.000000000,0.995283542
small1,3,16,83,1,0.995578321,0.000000000,0.995578321
small1,3,16,84,1,0.995854676,0.000000000,0.995854676
small1,3,16,85,1,0.996113759,0.000000000,0.996113759
small1,3,16,86,1,0.996356649,0.000000000,0.996356649
small1,3,16,87,1,0.996584358,0.000000000,0.996584358
small1,3,16,88,1,0.996797836,0.000000000,0.996797836
small1,3,16,89,1,0.996997971,0.000000000,0.996997971
small1,3,16,90,1,0.997185598,0.000000000,0.997185598
small1,3,16,91,1,0.997361498,0.000000000,0.997361498
small1,3,16,92,1,0.997526404,0.000000000,0.997526404
small1,3,16,93,1,0.997681004,0.000000000,0.997681004
small1,3,16,94,1,0.997825941,0.000000000,0.997825941
small1,3,16,95,1,0.997961820,0.000000000,0.997961820
small1,3,16,96,1,0.998089206,0.000000000,0.998089206
small1,3,16,97,1,0.998208631,0.000000000,0.998208631
small1,3,16,98,1,0.998320591,0.000000000,0.998320591
small1,3,16,99,1,0.998425554,0.000000000,0.998425554
small1,8,8,0,1,0.125000000,0.125000000,0.000000000
small1,8,8,1,1,0.234375000,0.234375000,0.000000000
small1,8,8,2,1,0.330078125,0.332031250,0.001953125
small1,8,8,3,1,0.413818359,0.417968750,0.004150391
small1,8,8,4,1,0.487091064,0.492187500,0.005096436
small1,8,8,5,1,0.551204681,0.558593750,0.007389069
small1,8,8,6,1,0.607304096,0.617187500,0.009883404
small1,8,8,7,1,0.656391084,0.667968750,0.011577666
small1,8,8,8,1,0.699342199,0.710937500,0.011595301
small1,8,8,9,1,0.736924424,0.750000000,0.013075576
small1,8,8,10,1,0.769808871,0.781250000,0.011441129
small1,8,8,11,1,0.798582762,0.808593750,0.010010988
small1,8,8,12,1,0.823759917,0.835937500,0.012177583
small1,8,8,13,1,0.845789927,0.859375000,0.013585073
small1,8,8,14,1,0.865066186,0.878906250,0.013840064
small1,8,8,15,1,0.881932913,0.894531250,0.012598337
small1,8,8,16,1,0.896691299,0.910156250,0.013464951
small1,8,8,17,1,0.909604886,0.921875000,0.012270114
small1,8,8,18,1,0.920904276,0.933593750,0.012689474
small1,8,8,19,1,0.930791241,0.945312500,0.014521259
small1,8,8,20,1,0.939442336,0.953125000,0.013682664
small1,8,8,21,1,0.947012044,0.960937500,0.013925456
small1,8,8,22,1,0.953635539,0.968750000,0.015114461
small1,8,8,23,1,0.959431096,0.972656250,0.013225154
small1,8,8,24,1,0.964502209,0.976562500,0.012060291
small1,8,8,25,1,0.968939433,0.980468750,0.011529317
small1,8,8,26,1,0.972822004,0.984375000,0.011552996
small1,8,8,27,1,0.976219253,0.988281250,0.012061997
small1,8,8,28,1,0.979191847,0.992187500,0.012995653
small1,8,8,29,1,0.981792866,0.996093750,0.014300884
small1,8,8,30,1,0.984068758,1.000000000,0.015931242
small1,8,8,31,1,0.986060163,1.000000000,0.013939837
small1,8,8,32,1,0.987802643,1.000000000,0.012197357
small1,8,8,33,1,0.989327312,1.000000000,0.010672688
small1,8,8,34,1,0.990661398,1.000000000,0.009338602
small1,8,8,35,1,0.991828723,1.000000000,0.008171277
small1,8,8,36,1,0.992850133,1.000000000,0.007149867
small1,8,8,37,1,0.993743866,1.000000000,0.006256134
